,MBSD_104.counts,MBSD_106.counts,MBSD_110.counts,MBSD_114.counts,MBSD_119.counts,MBSD_123.counts,MBSD_156.counts,MBSD_158.counts,MBSD_162.counts,MBSD_166.counts,MBSD_168.counts,MBSD_173.counts,X177_coldM_geno1,X182_coldM_geno1,X187_coldM_geno1,X192_coldM_geno1,X194_coldM_geno1,X198_coldM_geno1,X177_coldM_geno2,X182_coldM_geno2,X187_coldM_geno2,X192_coldM_geno2,X194_coldM_geno2,X198_coldM_geno2
ENSMUSG00000001983,1357.0,486.0,1139.0,559.0,729.0,630.0,890.0,1033.0,1197.0,1255.0,961.0,1085.0,60.0,90.0,40.0,68.0,71.0,35.0,85.0,106.0,71.0,106.0,74.0,66.0
ENSMUSG00000001995,522.0,225.0,456.0,286.0,281.0,347.0,194.0,293.0,305.0,388.0,320.0,348.0,33.0,41.0,23.0,36.0,40.0,19.0,20.0,41.0,16.0,32.0,21.0,20.0
ENSMUSG00000001998,317.0,150.0,255.0,179.0,241.0,152.0,199.0,253.0,266.0,312.0,240.0,248.0,37.0,27.0,19.0,31.0,34.0,31.0,30.0,22.0,31.0,47.0,47.0,26.0
ENSMUSG00000001999,1142.0,418.0,1561.0,316.0,451.0,448.0,447.0,457.0,461.0,391.0,560.0,425.0,108.0,99.0,90.0,159.0,100.0,85.0,79.0,75.0,62.0,99.0,95.0,51.0
ENSMUSG00000002020,3268.0,1251.0,2833.0,1537.0,1389.0,1424.0,1692.0,1967.0,1643.0,2307.0,1939.0,1698.0,167.0,145.0,148.0,202.0,178.0,116.0,193.0,160.0,186.0,259.0,232.0,117.0
ENSMUSG00000002028,2383.0,1142.0,1925.0,2466.0,1444.0,1436.0,1076.0,1457.0,1558.0,1789.0,1619.0,1579.0,131.0,121.0,107.0,155.0,139.0,69.0,111.0,138.0,93.0,158.0,135.0,77.0
ENSMUSG00000002032,165.0,28.0,129.0,28.0,84.0,63.0,28.0,58.0,55.0,70.0,79.0,71.0,4.0,12.0,8.0,26.0,29.0,9.0,10.0,6.0,10.0,11.0,11.0,8.0
ENSMUSG00000002052,3478.0,1437.0,2487.0,3258.0,1953.0,2229.0,2119.0,2299.0,2880.0,3019.0,2264.0,2437.0,142.0,164.0,116.0,206.0,186.0,136.0,112.0,142.0,91.0,201.0,180.0,86.0
ENSMUSG00000002059,2578.0,1086.0,2684.0,1058.0,1414.0,1267.0,743.0,775.0,1179.0,1621.0,1196.0,1096.0,259.0,359.0,193.0,358.0,286.0,163.0,254.0,280.0,240.0,289.0,287.0,159.0
ENSMUSG00000002103,1445.0,518.0,1157.0,729.0,711.0,721.0,597.0,709.0,850.0,762.0,712.0,730.0,5.0,6.0,3.0,8.0,8.0,2.0,0.0,4.0,7.0,6.0,7.0,4.0
ENSMUSG00000002107,3922.0,2132.0,4244.0,2900.0,3361.0,2704.0,2283.0,2671.0,3344.0,3312.0,3052.0,2916.0,150.0,208.0,183.0,281.0,261.0,120.0,153.0,157.0,148.0,263.0,226.0,100.0
ENSMUSG00000002108,2221.0,719.0,1880.0,1253.0,1051.0,951.0,969.0,999.0,1468.0,1649.0,1304.0,1371.0,50.0,48.0,38.0,56.0,58.0,16.0,39.0,55.0,26.0,41.0,50.0,16.0
ENSMUSG00000002111,90.0,38.0,43.0,62.0,36.0,40.0,24.0,29.0,39.0,20.0,23.0,34.0,3.0,0.0,1.0,9.0,3.0,2.0,3.0,2.0,4.0,3.0,7.0,7.0
ENSMUSG00000002129,849.0,345.0,654.0,691.0,477.0,479.0,488.0,656.0,675.0,735.0,630.0,696.0,5.0,12.0,5.0,4.0,3.0,3.0,1.0,8.0,3.0,2.0,12.0,0.0
ENSMUSG00000002147,2372.0,1101.0,2119.0,1831.0,1373.0,1395.0,1274.0,1439.0,1694.0,2184.0,1796.0,1632.0,42.0,58.0,35.0,74.0,70.0,33.0,54.0,49.0,34.0,76.0,81.0,31.0
ENSMUSG00000002205,1033.0,431.0,735.0,588.0,562.0,519.0,382.0,517.0,628.0,695.0,606.0,538.0,54.0,55.0,28.0,69.0,50.0,48.0,48.0,89.0,54.0,112.0,75.0,37.0
ENSMUSG00000002210,572.0,204.0,424.0,286.0,287.0,273.0,207.0,244.0,250.0,339.0,260.0,291.0,14.0,20.0,18.0,24.0,21.0,19.0,13.0,20.0,25.0,21.0,27.0,9.0
ENSMUSG00000002221,706.0,279.0,565.0,636.0,374.0,434.0,311.0,441.0,507.0,551.0,487.0,453.0,41.0,34.0,46.0,52.0,49.0,25.0,29.0,25.0,36.0,56.0,67.0,27.0
ENSMUSG00000002250,2131.0,836.0,1536.0,2317.0,1095.0,1258.0,827.0,1002.0,1089.0,1354.0,1012.0,1042.0,112.0,163.0,91.0,131.0,165.0,81.0,92.0,99.0,63.0,102.0,130.0,49.0
ENSMUSG00000002280,1587.0,658.0,1334.0,684.0,973.0,763.0,657.0,840.0,896.0,1102.0,921.0,928.0,107.0,135.0,78.0,136.0,139.0,71.0,110.0,158.0,67.0,134.0,140.0,77.0
ENSMUSG00000002307,581.0,234.0,472.0,293.0,275.0,322.0,247.0,333.0,349.0,446.0,340.0,335.0,48.0,28.0,25.0,50.0,52.0,8.0,25.0,54.0,24.0,48.0,38.0,32.0
ENSMUSG00000002308,317.0,99.0,377.0,109.0,201.0,145.0,91.0,114.0,124.0,201.0,159.0,134.0,17.0,13.0,18.0,44.0,29.0,9.0,12.0,16.0,14.0,17.0,23.0,18.0
ENSMUSG00000002319,388.0,155.0,408.0,197.0,160.0,183.0,170.0,224.0,228.0,261.0,204.0,241.0,21.0,26.0,18.0,20.0,30.0,11.0,9.0,21.0,6.0,18.0,28.0,5.0
ENSMUSG00000002325,596.0,136.0,325.0,247.0,203.0,146.0,152.0,237.0,203.0,267.0,198.0,220.0,17.0,9.0,15.0,15.0,16.0,12.0,16.0,13.0,15.0,18.0,17.0,14.0
ENSMUSG00000002326,215.0,59.0,135.0,63.0,88.0,71.0,51.0,92.0,64.0,95.0,85.0,94.0,8.0,16.0,6.0,19.0,22.0,3.0,6.0,4.0,3.0,9.0,18.0,6.0
ENSMUSG00000002346,4119.0,1556.0,4112.0,3308.0,3170.0,2448.0,2132.0,2631.0,3295.0,4324.0,3115.0,3521.0,163.0,190.0,127.0,239.0,221.0,139.0,142.0,203.0,115.0,286.0,199.0,119.0
ENSMUSG00000002365,1934.0,814.0,1423.0,1189.0,1085.0,1048.0,1109.0,1288.0,1689.0,1736.0,1489.0,1447.0,201.0,199.0,165.0,324.0,263.0,154.0,322.0,288.0,241.0,421.0,323.0,226.0
ENSMUSG00000002413,1374.0,747.0,1259.0,929.0,954.0,791.0,584.0,697.0,959.0,755.0,848.0,656.0,25.0,32.0,34.0,45.0,30.0,21.0,29.0,35.0,33.0,41.0,31.0,11.0
ENSMUSG00000002428,462.0,197.0,425.0,317.0,262.0,229.0,268.0,319.0,300.0,297.0,271.0,259.0,26.0,20.0,15.0,35.0,36.0,25.0,22.0,17.0,20.0,46.0,37.0,22.0
ENSMUSG00000002455,1481.0,617.0,1078.0,696.0,764.0,758.0,700.0,861.0,1013.0,1060.0,862.0,890.0,24.0,31.0,22.0,29.0,39.0,18.0,17.0,32.0,20.0,34.0,25.0,12.0
ENSMUSG00000002458,222.0,72.0,170.0,112.0,70.0,115.0,98.0,126.0,126.0,122.0,114.0,128.0,18.0,25.0,13.0,19.0,37.0,20.0,11.0,16.0,16.0,19.0,17.0,10.0
ENSMUSG00000002475,350.0,134.0,247.0,114.0,187.0,163.0,41.0,52.0,86.0,98.0,78.0,62.0,23.0,13.0,10.0,21.0,24.0,5.0,5.0,8.0,3.0,7.0,7.0,8.0
ENSMUSG00000002504,3039.0,1057.0,2615.0,2221.0,1459.0,1361.0,1110.0,1012.0,1359.0,1794.0,1322.0,1295.0,97.0,136.0,90.0,124.0,121.0,48.0,87.0,133.0,63.0,142.0,122.0,46.0
ENSMUSG00000002524,2681.0,932.0,2291.0,1179.0,1277.0,1126.0,923.0,1028.0,1142.0,1525.0,1190.0,1348.0,44.0,40.0,28.0,50.0,36.0,25.0,36.0,25.0,28.0,30.0,39.0,31.0
ENSMUSG00000002550,12703.0,5124.0,11906.0,4310.0,6524.0,6126.0,5518.0,6550.0,7599.0,7942.0,8030.0,7988.0,96.0,94.0,80.0,145.0,138.0,66.0,185.0,224.0,137.0,293.0,253.0,128.0
ENSMUSG00000002588,69.0,8.0,55.0,25.0,24.0,20.0,30.0,39.0,52.0,43.0,27.0,38.0,5.0,3.0,2.0,4.0,5.0,0.0,3.0,4.0,1.0,5.0,5.0,5.0
ENSMUSG00000002602,1221.0,524.0,982.0,776.0,489.0,707.0,563.0,716.0,663.0,719.0,677.0,789.0,18.0,14.0,24.0,23.0,21.0,14.0,20.0,21.0,7.0,28.0,26.0,8.0
ENSMUSG00000002625,1667.0,522.0,1199.0,762.0,782.0,780.0,709.0,873.0,994.0,1072.0,801.0,984.0,32.0,49.0,27.0,51.0,57.0,45.0,41.0,66.0,31.0,70.0,74.0,36.0
ENSMUSG00000002635,211.0,109.0,248.0,112.0,133.0,99.0,87.0,123.0,140.0,215.0,144.0,203.0,10.0,14.0,3.0,23.0,6.0,9.0,18.0,16.0,12.0,10.0,21.0,13.0
ENSMUSG00000002668,87.0,38.0,69.0,65.0,55.0,44.0,34.0,34.0,69.0,30.0,28.0,44.0,9.0,8.0,2.0,7.0,8.0,6.0,3.0,3.0,5.0,4.0,10.0,1.0
ENSMUSG00000002728,1620.0,610.0,1228.0,754.0,880.0,845.0,787.0,799.0,1071.0,1254.0,883.0,951.0,51.0,63.0,57.0,95.0,85.0,26.0,69.0,63.0,58.0,107.0,89.0,31.0
ENSMUSG00000002741,2122.0,790.0,1589.0,850.0,1127.0,993.0,876.0,1127.0,1234.0,1316.0,1137.0,1239.0,41.0,50.0,33.0,45.0,52.0,10.0,52.0,49.0,29.0,74.0,59.0,17.0
ENSMUSG00000002748,3664.0,1408.0,3128.0,2267.0,2352.0,2104.0,1731.0,2178.0,2547.0,3295.0,2288.0,2729.0,56.0,40.0,51.0,58.0,62.0,46.0,54.0,57.0,49.0,50.0,73.0,46.0
ENSMUSG00000002763,4479.0,1585.0,4523.0,1639.0,2431.0,2280.0,1353.0,1239.0,1490.0,3330.0,1913.0,2184.0,433.0,509.0,275.0,583.0,484.0,209.0,271.0,350.0,195.0,388.0,378.0,138.0
ENSMUSG00000002781,5764.0,2387.0,4494.0,3925.0,3134.0,3150.0,2766.0,3539.0,3988.0,4423.0,3679.0,4030.0,205.0,206.0,120.0,209.0,233.0,110.0,400.0,374.0,348.0,489.0,452.0,288.0
ENSMUSG00000002797,149.0,40.0,113.0,44.0,62.0,61.0,70.0,82.0,103.0,83.0,79.0,74.0,8.0,11.0,10.0,11.0,26.0,6.0,10.0,16.0,14.0,15.0,18.0,12.0
ENSMUSG00000002803,576.0,217.0,501.0,358.0,294.0,245.0,192.0,260.0,262.0,310.0,274.0,245.0,5.0,8.0,7.0,9.0,5.0,3.0,2.0,3.0,3.0,15.0,5.0,7.0
ENSMUSG00000002812,4186.0,1906.0,3891.0,2532.0,2562.0,2483.0,2198.0,2825.0,3207.0,3507.0,2902.0,3052.0,49.0,65.0,49.0,70.0,58.0,47.0,71.0,64.0,53.0,81.0,81.0,70.0
ENSMUSG00000002814,232.0,113.0,232.0,89.0,95.0,135.0,104.0,110.0,143.0,134.0,94.0,144.0,5.0,5.0,4.0,7.0,8.0,3.0,3.0,6.0,1.0,8.0,7.0,5.0
ENSMUSG00000002820,1653.0,615.0,1444.0,820.0,941.0,757.0,649.0,669.0,940.0,1437.0,1155.0,1114.0,132.0,132.0,86.0,147.0,120.0,64.0,121.0,131.0,76.0,136.0,106.0,45.0
ENSMUSG00000002844,867.0,316.0,699.0,333.0,435.0,407.0,277.0,326.0,339.0,470.0,404.0,373.0,18.0,24.0,19.0,34.0,30.0,8.0,20.0,27.0,9.0,19.0,24.0,5.0
ENSMUSG00000002846,1182.0,429.0,1128.0,591.0,724.0,659.0,362.0,478.0,526.0,670.0,577.0,602.0,164.0,207.0,151.0,227.0,212.0,116.0,111.0,141.0,99.0,202.0,180.0,86.0
ENSMUSG00000002847,217.0,106.0,180.0,78.0,56.0,101.0,101.0,103.0,134.0,139.0,116.0,170.0,14.0,12.0,11.0,24.0,21.0,11.0,7.0,10.0,14.0,16.0,28.0,9.0
ENSMUSG00000002870,110.0,58.0,99.0,34.0,56.0,51.0,45.0,75.0,52.0,58.0,45.0,75.0,8.0,11.0,8.0,9.0,12.0,5.0,5.0,5.0,7.0,3.0,7.0,1.0
ENSMUSG00000002871,508.0,200.0,421.0,208.0,333.0,319.0,169.0,216.0,247.0,350.0,280.0,324.0,41.0,35.0,11.0,67.0,52.0,18.0,22.0,37.0,16.0,29.0,28.0,11.0
ENSMUSG00000002881,3302.0,1523.0,3433.0,1954.0,1941.0,1990.0,1156.0,1587.0,1828.0,1648.0,1567.0,1443.0,32.0,81.0,25.0,41.0,47.0,23.0,62.0,66.0,50.0,59.0,69.0,33.0
ENSMUSG00000002885,1930.0,623.0,1653.0,1181.0,916.0,1002.0,816.0,812.0,1037.0,1043.0,858.0,956.0,52.0,67.0,66.0,90.0,91.0,56.0,50.0,65.0,30.0,52.0,72.0,38.0
ENSMUSG00000002897,166.0,46.0,119.0,51.0,74.0,91.0,70.0,73.0,75.0,129.0,73.0,74.0,1.0,2.0,3.0,7.0,2.0,2.0,4.0,1.0,1.0,6.0,10.0,2.0
ENSMUSG00000002900,3619.0,1522.0,3346.0,2484.0,2114.0,2193.0,1445.0,1803.0,1883.0,3110.0,1971.0,2439.0,148.0,178.0,103.0,168.0,240.0,140.0,100.0,114.0,100.0,137.0,204.0,121.0
ENSMUSG00000002944,54357.0,21336.0,56240.0,32093.0,30940.0,28984.0,30599.0,33113.0,46530.0,51022.0,36927.0,36932.0,4373.0,4606.0,4194.0,6938.0,6270.0,4066.0,5051.0,5218.0,4783.0,7842.0,6976.0,4337.0
ENSMUSG00000002949,5564.0,2119.0,4610.0,2337.0,2536.0,2386.0,2314.0,2723.0,3011.0,3296.0,2908.0,2950.0,375.0,370.0,306.0,448.0,423.0,328.0,369.0,427.0,348.0,508.0,451.0,364.0
ENSMUSG00000002957,4784.0,2345.0,4471.0,2616.0,3132.0,3013.0,2017.0,2177.0,2738.0,3443.0,2552.0,2687.0,128.0,151.0,90.0,196.0,128.0,70.0,87.0,164.0,69.0,125.0,115.0,63.0
ENSMUSG00000002981,5980.0,2450.0,4568.0,4266.0,2983.0,3217.0,3051.0,3230.0,3957.0,4545.0,3150.0,3680.0,443.0,530.0,404.0,592.0,609.0,420.0,498.0,585.0,462.0,658.0,687.0,392.0
ENSMUSG00000002996,1187.0,441.0,727.0,762.0,641.0,556.0,625.0,726.0,827.0,879.0,711.0,674.0,7.0,8.0,7.0,17.0,12.0,8.0,6.0,7.0,15.0,32.0,5.0,8.0
ENSMUSG00000002997,34296.0,17535.0,35983.0,14935.0,26978.0,21849.0,15957.0,20966.0,25144.0,28565.0,24666.0,22208.0,3894.0,4612.0,3851.0,6086.0,5769.0,3743.0,3077.0,3660.0,3051.0,5182.0,4945.0,3119.0
ENSMUSG00000003031,1162.0,577.0,1224.0,833.0,731.0,694.0,607.0,753.0,824.0,992.0,731.0,759.0,16.0,21.0,10.0,20.0,32.0,5.0,15.0,19.0,8.0,21.0,32.0,5.0
ENSMUSG00000003033,2635.0,1097.0,2082.0,2210.0,1384.0,1374.0,1333.0,1528.0,1562.0,1813.0,1421.0,1580.0,101.0,155.0,96.0,179.0,170.0,136.0,124.0,130.0,88.0,166.0,161.0,115.0
ENSMUSG00000003039,2643.0,1008.0,2134.0,1758.0,1331.0,1328.0,1421.0,1566.0,1733.0,1802.0,1507.0,1633.0,27.0,43.0,18.0,38.0,32.0,23.0,16.0,21.0,14.0,29.0,22.0,18.0
ENSMUSG00000003062,189.0,81.0,203.0,79.0,95.0,123.0,52.0,77.0,116.0,126.0,113.0,95.0,18.0,18.0,16.0,19.0,18.0,12.0,15.0,13.0,12.0,21.0,18.0,8.0
ENSMUSG00000003068,4157.0,1777.0,2854.0,2280.0,2494.0,2035.0,2093.0,2353.0,2709.0,3363.0,2643.0,3033.0,145.0,191.0,152.0,264.0,237.0,146.0,170.0,188.0,157.0,277.0,228.0,174.0
ENSMUSG00000003119,1047.0,441.0,788.0,1073.0,553.0,571.0,643.0,769.0,1009.0,978.0,812.0,769.0,10.0,16.0,20.0,30.0,17.0,11.0,19.0,18.0,18.0,20.0,24.0,10.0
ENSMUSG00000003123,29053.0,12705.0,20727.0,12539.0,16066.0,14809.0,18468.0,21607.0,25231.0,27240.0,22975.0,25025.0,1322.0,1556.0,1003.0,1767.0,1523.0,927.0,1411.0,1612.0,1266.0,2053.0,1817.0,974.0
ENSMUSG00000003131,1621.0,692.0,1461.0,822.0,971.0,936.0,803.0,966.0,1119.0,1076.0,948.0,1019.0,117.0,91.0,102.0,146.0,182.0,74.0,97.0,91.0,89.0,109.0,132.0,84.0
ENSMUSG00000003134,585.0,207.0,501.0,286.0,318.0,303.0,258.0,372.0,287.0,370.0,362.0,342.0,24.0,26.0,20.0,35.0,20.0,22.0,26.0,22.0,35.0,39.0,45.0,20.0
ENSMUSG00000003154,934.0,405.0,706.0,1198.0,574.0,549.0,481.0,658.0,730.0,709.0,489.0,610.0,62.0,81.0,55.0,85.0,82.0,48.0,56.0,64.0,53.0,77.0,87.0,49.0
ENSMUSG00000003161,1629.0,600.0,1435.0,946.0,797.0,837.0,590.0,720.0,778.0,719.0,667.0,655.0,69.0,84.0,84.0,128.0,109.0,76.0,77.0,93.0,78.0,105.0,120.0,96.0
ENSMUSG00000003226,2836.0,1606.0,2673.0,2416.0,2698.0,1615.0,1396.0,1617.0,1994.0,2150.0,2410.0,1725.0,10.0,4.0,14.0,10.0,2.0,0.0,14.0,3.0,5.0,20.0,10.0,4.0
ENSMUSG00000003228,2104.0,884.0,1782.0,1106.0,987.0,1088.0,875.0,1131.0,1267.0,1209.0,839.0,999.0,46.0,38.0,32.0,42.0,36.0,17.0,25.0,29.0,22.0,47.0,40.0,14.0
ENSMUSG00000003269,772.0,352.0,544.0,451.0,420.0,401.0,524.0,491.0,626.0,704.0,607.0,530.0,95.0,93.0,76.0,123.0,119.0,88.0,102.0,96.0,115.0,162.0,109.0,88.0
ENSMUSG00000003273,382.0,165.0,233.0,347.0,169.0,218.0,122.0,164.0,186.0,159.0,177.0,158.0,26.0,31.0,38.0,58.0,66.0,23.0,26.0,29.0,29.0,55.0,47.0,19.0
ENSMUSG00000003299,3453.0,1333.0,3047.0,1633.0,1717.0,1624.0,1427.0,1892.0,1997.0,2391.0,2014.0,2082.0,7.0,9.0,6.0,10.0,7.0,0.0,11.0,8.0,5.0,11.0,17.0,5.0
ENSMUSG00000003308,1711.0,745.0,1233.0,858.0,931.0,865.0,684.0,808.0,959.0,1058.0,944.0,1015.0,87.0,89.0,45.0,85.0,70.0,19.0,52.0,77.0,43.0,83.0,47.0,23.0
ENSMUSG00000003360,1970.0,714.0,1611.0,1199.0,1044.0,994.0,1039.0,1181.0,1336.0,1684.0,1242.0,1437.0,120.0,144.0,109.0,169.0,156.0,94.0,124.0,205.0,116.0,215.0,197.0,126.0
ENSMUSG00000003363,935.0,383.0,696.0,766.0,499.0,509.0,483.0,460.0,700.0,703.0,549.0,637.0,33.0,41.0,12.0,44.0,33.0,13.0,27.0,22.0,15.0,52.0,31.0,16.0
ENSMUSG00000003378,330.0,124.0,192.0,75.0,150.0,158.0,155.0,241.0,247.0,270.0,348.0,281.0,5.0,4.0,5.0,7.0,17.0,7.0,19.0,25.0,13.0,21.0,17.0,5.0
ENSMUSG00000003382,1404.0,582.0,1212.0,927.0,785.0,734.0,762.0,803.0,1048.0,1140.0,1050.0,1057.0,121.0,153.0,82.0,162.0,125.0,68.0,93.0,130.0,84.0,156.0,152.0,82.0
ENSMUSG00000003420,4589.0,1615.0,3930.0,1866.0,2525.0,2257.0,1764.0,1813.0,2544.0,3572.0,2829.0,2812.0,150.0,209.0,99.0,227.0,164.0,96.0,135.0,187.0,97.0,175.0,153.0,96.0
ENSMUSG00000003435,2479.0,894.0,1571.0,2500.0,1241.0,1273.0,1489.0,1542.0,1909.0,2231.0,1635.0,1766.0,97.0,120.0,81.0,142.0,131.0,75.0,77.0,135.0,67.0,146.0,109.0,52.0
ENSMUSG00000003438,2485.0,992.0,2137.0,1122.0,1389.0,1209.0,868.0,1075.0,1178.0,1639.0,1343.0,1396.0,67.0,101.0,53.0,95.0,84.0,42.0,58.0,81.0,42.0,45.0,62.0,22.0
ENSMUSG00000003458,1340.0,601.0,1105.0,763.0,656.0,703.0,672.0,699.0,922.0,895.0,811.0,843.0,11.0,17.0,10.0,18.0,27.0,22.0,25.0,30.0,22.0,25.0,35.0,29.0
ENSMUSG00000003464,6802.0,2924.0,6081.0,2995.0,3937.0,3534.0,3179.0,3489.0,4440.0,5006.0,4154.0,4070.0,92.0,105.0,56.0,96.0,68.0,68.0,122.0,168.0,82.0,143.0,122.0,77.0
ENSMUSG00000003477,111.0,18.0,36.0,36.0,6.0,33.0,40.0,32.0,54.0,105.0,26.0,46.0,5.0,7.0,3.0,7.0,4.0,5.0,10.0,3.0,12.0,10.0,11.0,9.0
ENSMUSG00000003518,4306.0,1868.0,4717.0,3038.0,2696.0,2429.0,1999.0,2008.0,3073.0,3067.0,2391.0,2476.0,402.0,485.0,317.0,581.0,519.0,263.0,296.0,427.0,257.0,408.0,441.0,218.0
ENSMUSG00000003534,220.0,96.0,196.0,104.0,115.0,100.0,91.0,110.0,127.0,158.0,114.0,129.0,13.0,16.0,12.0,18.0,29.0,5.0,11.0,20.0,17.0,14.0,14.0,11.0
ENSMUSG00000003546,1084.0,433.0,661.0,437.0,546.0,439.0,506.0,616.0,646.0,885.0,739.0,799.0,34.0,37.0,17.0,40.0,27.0,25.0,43.0,41.0,22.0,50.0,32.0,31.0
ENSMUSG00000003559,270.0,105.0,366.0,133.0,122.0,82.0,193.0,207.0,207.0,218.0,177.0,173.0,9.0,13.0,11.0,8.0,10.0,4.0,17.0,20.0,10.0,22.0,11.0,10.0
ENSMUSG00000003581,470.0,163.0,323.0,148.0,208.0,214.0,113.0,165.0,165.0,279.0,213.0,207.0,17.0,30.0,23.0,23.0,19.0,8.0,22.0,28.0,12.0,15.0,27.0,10.0
ENSMUSG00000003604,589.0,234.0,491.0,264.0,345.0,309.0,226.0,240.0,290.0,422.0,309.0,279.0,39.0,48.0,19.0,51.0,47.0,34.0,32.0,42.0,29.0,53.0,32.0,25.0
ENSMUSG00000003617,622.0,175.0,383.0,369.0,360.0,407.0,345.0,404.0,692.0,458.0,303.0,307.0,16.0,20.0,14.0,20.0,17.0,11.0,25.0,14.0,23.0,32.0,34.0,22.0
ENSMUSG00000003644,1105.0,409.0,865.0,481.0,541.0,426.0,655.0,690.0,859.0,688.0,747.0,647.0,41.0,35.0,34.0,58.0,60.0,24.0,36.0,55.0,38.0,71.0,55.0,43.0
ENSMUSG00000003660,4658.0,1978.0,4141.0,2616.0,2605.0,2648.0,2152.0,2726.0,3006.0,3606.0,2842.0,3074.0,223.0,276.0,214.0,291.0,294.0,170.0,183.0,227.0,131.0,342.0,244.0,187.0
ENSMUSG00000003662,1274.0,485.0,1176.0,632.0,676.0,609.0,672.0,765.0,928.0,981.0,887.0,884.0,86.0,111.0,104.0,150.0,122.0,91.0,114.0,124.0,115.0,144.0,187.0,98.0
ENSMUSG00000003721,1202.0,525.0,1066.0,438.0,691.0,660.0,524.0,563.0,659.0,802.0,573.0,596.0,55.0,71.0,61.0,85.0,105.0,49.0,44.0,52.0,50.0,68.0,69.0,50.0
ENSMUSG00000003731,4060.0,1839.0,3973.0,2655.0,2474.0,2326.0,2042.0,2639.0,3007.0,3005.0,2569.0,2600.0,69.0,99.0,60.0,111.0,138.0,59.0,67.0,86.0,52.0,80.0,99.0,44.0
ENSMUSG00000003778,944.0,444.0,671.0,610.0,472.0,552.0,470.0,552.0,604.0,696.0,535.0,603.0,13.0,29.0,19.0,22.0,16.0,13.0,16.0,18.0,12.0,9.0,14.0,9.0
ENSMUSG00000003808,781.0,292.0,533.0,333.0,348.0,373.0,346.0,358.0,426.0,500.0,418.0,456.0,16.0,23.0,17.0,33.0,22.0,13.0,20.0,41.0,16.0,20.0,26.0,7.0
ENSMUSG00000003813,2043.0,858.0,1583.0,902.0,1061.0,1019.0,927.0,1122.0,1290.0,1491.0,1283.0,1316.0,27.0,27.0,8.0,35.0,20.0,38.0,11.0,18.0,25.0,31.0,18.0,35.0
ENSMUSG00000003847,1933.0,1188.0,1769.0,2147.0,1677.0,1133.0,1007.0,1305.0,1340.0,1205.0,1511.0,1200.0,63.0,60.0,48.0,108.0,84.0,43.0,50.0,46.0,64.0,92.0,87.0,42.0
ENSMUSG00000003848,410.0,144.0,347.0,181.0,198.0,208.0,150.0,172.0,200.0,301.0,270.0,233.0,43.0,57.0,44.0,68.0,73.0,28.0,23.0,61.0,45.0,51.0,69.0,36.0
ENSMUSG00000003849,154.0,68.0,137.0,69.0,63.0,60.0,30.0,23.0,38.0,32.0,25.0,20.0,10.0,17.0,21.0,29.0,15.0,6.0,5.0,5.0,3.0,15.0,10.0,12.0
ENSMUSG00000003929,148.0,59.0,141.0,96.0,90.0,104.0,99.0,149.0,136.0,104.0,121.0,123.0,10.0,11.0,2.0,7.0,15.0,14.0,4.0,8.0,6.0,8.0,11.0,4.0
ENSMUSG00000003948,5460.0,2408.0,4869.0,2880.0,3497.0,3391.0,3989.0,6292.0,7453.0,5104.0,5290.0,4481.0,286.0,312.0,386.0,488.0,537.0,492.0,355.0,432.0,542.0,590.0,618.0,603.0
ENSMUSG00000003949,909.0,504.0,1117.0,971.0,1019.0,938.0,181.0,453.0,459.0,364.0,357.0,328.0,17.0,18.0,28.0,26.0,37.0,31.0,14.0,12.0,16.0,24.0,14.0,9.0
ENSMUSG00000003955,897.0,334.0,684.0,322.0,410.0,404.0,692.0,682.0,849.0,1068.0,872.0,881.0,85.0,99.0,69.0,115.0,110.0,76.0,151.0,154.0,128.0,191.0,210.0,124.0
ENSMUSG00000003970,5284.0,1990.0,4507.0,2014.0,2380.0,2168.0,2123.0,2398.0,2292.0,3333.0,2809.0,3119.0,200.0,266.0,126.0,271.0,245.0,142.0,192.0,260.0,152.0,242.0,205.0,129.0
ENSMUSG00000004018,66.0,33.0,63.0,42.0,42.0,41.0,48.0,41.0,73.0,62.0,47.0,72.0,6.0,9.0,4.0,12.0,16.0,3.0,8.0,7.0,5.0,18.0,14.0,5.0
ENSMUSG00000004032,630.0,233.0,341.0,158.0,252.0,280.0,271.0,327.0,296.0,263.0,287.0,262.0,35.0,48.0,20.0,41.0,27.0,21.0,45.0,49.0,27.0,33.0,59.0,23.0
ENSMUSG00000004040,2415.0,849.0,1635.0,1210.0,1069.0,1172.0,1022.0,1163.0,1333.0,1647.0,1189.0,1410.0,103.0,118.0,124.0,166.0,179.0,94.0,102.0,107.0,91.0,137.0,158.0,83.0
ENSMUSG00000004043,1772.0,852.0,1749.0,1469.0,1095.0,1037.0,1093.0,1246.0,1670.0,1762.0,1424.0,1709.0,31.0,52.0,35.0,61.0,42.0,28.0,42.0,44.0,20.0,57.0,59.0,27.0
ENSMUSG00000004044,8069.0,3779.0,7050.0,5319.0,5273.0,5204.0,6063.0,6625.0,7585.0,8775.0,7336.0,8860.0,17.0,12.0,6.0,18.0,22.0,4.0,18.0,17.0,8.0,16.0,15.0,3.0
ENSMUSG00000004069,13376.0,5534.0,13490.0,6607.0,6980.0,6803.0,6042.0,6359.0,8037.0,9590.0,7098.0,7212.0,507.0,631.0,477.0,736.0,704.0,461.0,510.0,581.0,451.0,740.0,709.0,414.0
